interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,timestamp_seconds,response_time_sec,efficiency_score,confidence_norm,impact_score,low_confidence_flag,high_impact_flag,slow_response_flag,low_feedback_flag,risk_score,risk_level
INT-101460,2025-05-18 06:21:31.855153,Marketing,Analyst,Compare sales performance by region,Marketing,Conversion Rate,Trend Analysis,0.96,1268,3.0,Medium,,1.268,0.4409171075837743,0.9696969696969697,2.0,0,0,0,0,0.0,Low Risk
INT-101461,2025-08-08 18:59:31.855155,HR,Manager,Compare sales performance by region,Marketing,Revenue,Trend Analysis,0.88,291,4.0,,,0.291,0.774593338497289,0.888888888888889,,0,0,0,0,0.0,Low Risk
INT-101462,2025-06-22 03:21:31.855157,Finance,Executive,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.83,2281,2.0,Medium,,2.281,0.30478512648582745,0.8383838383838383,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101463,2026-01-11 08:35:31.855158,HR,Manager,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.95,877,3.0,Medium,,0.877,0.5327650506126798,0.9595959595959596,2.0,0,0,0,0,0.0,Low Risk
INT-101464,2025-11-15 20:17:31.855161,Operations,Manager,Show monthly revenue trend,Sales,Churn Rate,Trend Analysis,0.92,581,5.0,Medium,,0.581,0.6325110689437066,0.9292929292929294,2.0,0,0,0,0,0.0,Low Risk
INT-101465,2025-11-03 03:42:31.855163,Finance,Analyst,Which campaign had highest ROI?,Sales,Revenue,Descriptive,0.88,1903,1.0,High,,1.903,0.34447123665173957,0.888888888888889,3.0,0,1,0,1,0.4,Medium Risk
INT-101466,2025-07-23 14:51:31.855165,Operations,Manager,Show monthly revenue trend,Finance,Conversion Rate,Predictive,0.61,1165,3.0,Medium,,1.165,0.4618937644341801,0.6161616161616161,2.0,0,0,0,0,0.0,Low Risk
INT-101467,2025-07-09 12:19:31.855166,Marketing,Executive,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.75,1379,3.0,,,1.379,0.4203446826397646,0.7575757575757576,,0,0,0,0,0.0,Low Risk
INT-101468,2025-08-17 02:50:31.855168,Sales,Executive,Compare sales performance by region,Customer,Revenue,Predictive,0.85,2447,2.0,Medium,,2.447,0.2901073397156948,0.8585858585858586,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101469,2026-01-16 14:18:31.855170,Finance,Analyst,Show monthly revenue trend,Marketing,ROI,Trend Analysis,0.8,700,5.0,,,0.7,0.5882352941176471,0.8080808080808082,,0,0,0,0,0.0,Low Risk
INT-101470,2025-05-11 06:11:31.855172,Marketing,Manager,Forecast next quarter revenue,Marketing,Conversion Rate,Descriptive,0.72,658,4.0,High,,0.658,0.6031363088057902,0.7272727272727273,3.0,0,1,0,0,0.3,Medium Risk
INT-101471,2025-07-12 13:30:31.855175,Marketing,Executive,What is customer churn rate?,Finance,ROI,Predictive,0.66,249,2.0,High,,0.249,0.8006405124099278,0.6666666666666667,3.0,0,1,0,1,0.4,Medium Risk
INT-101472,2025-05-29 08:29:31.855178,Finance,Manager,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.82,1169,3.0,Medium,,1.169,0.4610419548178884,0.8282828282828283,2.0,0,0,0,0,0.0,Low Risk
INT-101473,2026-01-12 16:45:31.855181,Operations,Manager,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.71,1187,3.0,Medium,,1.187,0.4572473708276177,0.7171717171717171,2.0,0,0,0,0,0.0,Low Risk
INT-101474,2025-07-17 18:35:31.855184,Marketing,Manager,Show monthly revenue trend,Customer,ROI,Predictive,0.69,731,2.0,High,,0.731,0.5777007510109764,0.6969696969696969,3.0,0,1,0,1,0.4,Medium Risk
INT-101475,2025-12-18 02:21:31.855187,HR,Analyst,Show monthly revenue trend,Revenue,Revenue,Descriptive,0.76,1203,5.0,Medium,,1.203,0.4539264639128461,0.7676767676767677,2.0,0,0,0,0,0.0,Low Risk
INT-101476,2025-04-29 00:57:31.855190,Marketing,Manager,What is customer churn rate?,Customer,Churn Rate,Predictive,0.91,1315,3.0,High,,1.315,0.4319654427645788,0.9191919191919192,3.0,0,1,0,0,0.3,Medium Risk
INT-101477,2025-03-25 15:02:31.855193,Operations,Executive,Compare sales performance by region,Sales,Profit Margin,Trend Analysis,0.79,1679,5.0,High,,1.679,0.37327360955580435,0.797979797979798,3.0,0,1,0,0,0.3,Medium Risk
INT-101478,2025-06-25 19:40:31.855196,Operations,Manager,Which campaign had highest ROI?,Customer,Profit Margin,Trend Analysis,0.68,538,2.0,Medium,,0.538,0.6501950585175552,0.686868686868687,2.0,0,0,0,1,0.1,Low Risk
INT-101479,2025-06-23 03:50:31.855199,HR,Executive,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.65,1858,3.0,Medium,,1.858,0.34989503149055284,0.6565656565656566,2.0,0,0,0,0,0.0,Low Risk
INT-101480,2025-09-23 16:36:31.855203,Marketing,Manager,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.79,2076,1.0,Low,,2.076,0.3250975292587776,0.797979797979798,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101481,2026-01-23 14:47:31.855208,Operations,Executive,Forecast next quarter revenue,Marketing,Churn Rate,Predictive,0.91,2073,2.0,Low,,2.073,0.3254149040026033,0.9191919191919192,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101482,2026-02-02 05:11:31.855210,Finance,Executive,Show monthly revenue trend,Finance,Churn Rate,Trend Analysis,0.85,2251,5.0,,,2.251,0.30759766225776686,0.8585858585858586,,0,0,1,0,0.2,Low Risk
INT-101483,2025-08-04 12:29:31.855212,Sales,Manager,Forecast next quarter revenue,Revenue,Churn Rate,Descriptive,0.69,1904,2.0,High,,1.904,0.34435261707988984,0.6969696969696969,3.0,0,1,0,1,0.4,Medium Risk
INT-101484,2025-04-02 14:12:31.855214,Sales,Manager,Which campaign had highest ROI?,Revenue,Profit Margin,Trend Analysis,0.77,480,1.0,Low,,0.48,0.6756756756756757,0.7777777777777778,1.0,0,0,0,1,0.1,Low Risk
INT-101486,2025-12-04 11:28:31.855219,Marketing,Intern,What is customer churn rate?,Sales,Churn Rate,Descriptive,0.67,2320,4.0,Low,,2.32,0.30120481927710846,0.6767676767676768,1.0,0,0,1,0,0.2,Low Risk
INT-101487,2026-01-31 17:26:31.855222,HR,Analyst,Show monthly revenue trend,Finance,ROI,Descriptive,0.81,1360,2.0,Medium,,1.36,0.42372881355932196,0.8181818181818182,2.0,0,0,0,1,0.1,Low Risk
INT-101489,2026-01-31 17:32:31.855228,Finance,Intern,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.65,1197,2.0,,,1.197,0.4551661356395084,0.6565656565656566,,0,0,0,1,0.1,Low Risk
INT-101490,2026-01-13 18:50:31.855232,Finance,Manager,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.62,1616,5.0,,,1.616,0.382262996941896,0.6262626262626263,,0,0,0,0,0.0,Low Risk
INT-101491,2025-12-25 17:48:31.855235,Marketing,Analyst,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.82,407,1.0,Medium,,0.407,0.7107320540156361,0.8282828282828283,2.0,0,0,0,1,0.1,Low Risk
INT-101492,2025-07-03 21:06:31.855238,Sales,Intern,Which campaign had highest ROI?,Marketing,Churn Rate,Predictive,0.61,459,4.0,Medium,,0.459,0.6854009595613434,0.6161616161616161,2.0,0,0,0,0,0.0,Low Risk
INT-101493,2025-07-30 12:17:31.855244,Marketing,Manager,Compare sales performance by region,Sales,ROI,Trend Analysis,0.64,1129,4.0,Medium,,1.129,0.4697040864255519,0.6464646464646465,2.0,0,0,0,0,0.0,Low Risk
INT-101494,2025-08-07 01:12:31.855246,HR,Intern,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.74,462,2.0,High,,0.462,0.6839945280437757,0.7474747474747475,3.0,0,1,0,1,0.4,Medium Risk
INT-101495,2025-03-27 16:49:31.855248,HR,Intern,Which campaign had highest ROI?,Customer,Revenue,Predictive,0.62,982,4.0,Low,,0.982,0.5045408678102926,0.6262626262626263,1.0,0,0,0,0,0.0,Low Risk
INT-101496,2025-05-01 08:24:31.855249,Operations,Manager,Compare sales performance by region,Revenue,Profit Margin,Predictive,0.76,704,4.0,Medium,,0.704,0.5868544600938967,0.7676767676767677,2.0,0,0,0,0,0.0,Low Risk
INT-101497,2025-11-30 18:14:31.855251,Operations,Manager,Show monthly revenue trend,Sales,Churn Rate,Predictive,0.65,1773,5.0,High,,1.773,0.3606202668589975,0.6565656565656566,3.0,0,1,0,0,0.3,Medium Risk
INT-101498,2025-12-12 10:44:31.855253,HR,Manager,Compare sales performance by region,Revenue,Conversion Rate,Descriptive,0.74,402,5.0,Medium,,0.402,0.7132667617689015,0.7474747474747475,2.0,0,0,0,0,0.0,Low Risk
INT-101499,2025-05-31 11:38:31.855255,HR,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Descriptive,0.91,1959,4.0,Low,,1.959,0.33795201081446435,0.9191919191919192,1.0,0,0,0,0,0.0,Low Risk
INT-101500,2025-03-12 17:27:31.855257,HR,Intern,Which campaign had highest ROI?,Marketing,ROI,Predictive,0.84,2213,3.0,Medium,,2.213,0.3112356053532524,0.8484848484848485,2.0,0,0,1,0,0.2,Low Risk
INT-101501,2025-06-12 10:10:31.855259,Marketing,Manager,Which campaign had highest ROI?,Marketing,Churn Rate,Descriptive,0.77,2299,4.0,High,,2.299,0.3031221582297666,0.7777777777777778,3.0,0,1,1,0,0.5,Medium Risk
INT-101502,2025-09-14 04:30:31.855260,HR,Executive,Forecast next quarter revenue,Finance,Profit Margin,Predictive,0.64,1579,4.0,,,1.579,0.387747188832881,0.6464646464646465,,0,0,0,0,0.0,Low Risk
INT-101503,2025-10-07 16:37:31.855262,Finance,Intern,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.84,244,3.0,Low,,0.244,0.8038585209003215,0.8484848484848485,1.0,0,0,0,0,0.0,Low Risk
INT-101504,2025-05-14 06:14:31.855264,Sales,Executive,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,0.66,1601,4.0,Medium,,1.601,0.3844675124951942,0.6666666666666667,2.0,0,0,0,0,0.0,Low Risk
INT-101505,2026-01-10 19:13:31.855266,HR,Analyst,Which campaign had highest ROI?,Finance,Conversion Rate,Descriptive,0.63,988,4.0,Medium,,0.988,0.5030181086519114,0.6363636363636364,2.0,0,0,0,0,0.0,Low Risk
INT-101507,2026-01-04 07:47:31.855270,Marketing,Executive,Which campaign had highest ROI?,Marketing,Revenue,Trend Analysis,0.96,2389,4.0,Medium,,2.389,0.29507229271171437,0.9696969696969697,2.0,0,0,1,0,0.2,Low Risk
INT-101508,2025-12-27 03:48:31.855271,Sales,Analyst,Compare sales performance by region,Marketing,Conversion Rate,Predictive,0.78,2284,2.0,Low,,2.284,0.30450669914738127,0.787878787878788,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101509,2025-06-29 18:57:31.855273,Marketing,Manager,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.62,2292,4.0,Low,,2.292,0.3037667071688943,0.6262626262626263,1.0,0,0,1,0,0.2,Low Risk
INT-101510,2025-05-08 18:18:31.855275,Finance,Executive,Which campaign had highest ROI?,Sales,ROI,Descriptive,0.94,1855,5.0,High,,1.855,0.3502626970227671,0.9494949494949495,3.0,0,1,0,0,0.3,Medium Risk
INT-101511,2025-12-01 08:29:31.855277,Marketing,Executive,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.63,1269,5.0,Medium,,1.269,0.4407227853680035,0.6363636363636364,2.0,0,0,0,0,0.0,Low Risk
INT-101512,2025-09-08 23:17:31.855279,Marketing,Analyst,Show monthly revenue trend,Customer,ROI,Trend Analysis,0.94,1875,5.0,,,1.875,0.34782608695652173,0.9494949494949495,,0,0,0,0,0.0,Low Risk
INT-101513,2025-09-25 20:14:31.855281,Operations,Manager,Show monthly revenue trend,Revenue,Conversion Rate,Trend Analysis,0.75,500,5.0,Medium,,0.5,0.6666666666666666,0.7575757575757576,2.0,0,0,0,0,0.0,Low Risk
INT-101514,2025-07-22 12:07:31.855282,HR,Manager,Which campaign had highest ROI?,Customer,Churn Rate,Trend Analysis,0.74,487,3.0,Medium,,0.487,0.6724949562878278,0.7474747474747475,2.0,0,0,0,0,0.0,Low Risk
INT-101515,2025-06-07 21:55:31.855284,HR,Executive,What is customer churn rate?,Customer,Profit Margin,Predictive,0.81,985,4.0,Medium,,0.985,0.5037783375314862,0.8181818181818182,2.0,0,0,0,0,0.0,Low Risk
INT-101516,2025-09-01 18:32:31.855286,Finance,Executive,Compare sales performance by region,Sales,ROI,Descriptive,0.97,1465,5.0,Low,,1.465,0.40567951318458423,0.9797979797979798,1.0,0,0,0,0,0.0,Low Risk
INT-101517,2025-03-25 18:43:31.855288,Finance,Executive,Compare sales performance by region,Sales,Conversion Rate,Descriptive,0.95,2005,3.0,,,2.005,0.3327787021630616,0.9595959595959596,,0,0,1,0,0.2,Low Risk
INT-101518,2025-04-05 18:38:31.855290,HR,Manager,What is customer churn rate?,Sales,ROI,Descriptive,0.78,2019,3.0,High,,2.019,0.33123550844650546,0.787878787878788,3.0,0,1,1,0,0.5,Medium Risk
INT-101519,2025-09-26 15:50:31.855292,Operations,Analyst,What is customer churn rate?,Customer,Conversion Rate,Descriptive,0.87,270,5.0,Medium,,0.27,0.7874015748031495,0.8787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-101520,2025-12-12 08:19:31.855293,HR,Analyst,Compare sales performance by region,Revenue,Conversion Rate,Predictive,0.83,1034,5.0,High,,1.034,0.4916420845624386,0.8383838383838383,3.0,0,1,0,0,0.3,Medium Risk
INT-101523,2025-09-12 23:40:31.855299,Sales,Analyst,Show monthly revenue trend,Revenue,Revenue,Predictive,0.61,1528,2.0,Low,,1.528,0.39556962025316456,0.6161616161616161,1.0,0,0,0,1,0.1,Low Risk
INT-101525,2025-11-28 20:18:31.855303,Finance,Intern,What is customer churn rate?,Revenue,Churn Rate,Trend Analysis,0.97,1947,1.0,High,,1.947,0.33932813030200204,0.9797979797979798,3.0,0,1,0,1,0.4,Medium Risk
INT-101526,2025-08-24 20:34:31.855305,Marketing,Intern,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.97,2325,4.0,Low,,2.325,0.3007518796992481,0.9797979797979798,1.0,0,0,1,0,0.2,Low Risk
INT-101527,2025-12-06 02:52:31.855306,Marketing,Analyst,Compare sales performance by region,Finance,Profit Margin,Predictive,0.6,1781,2.0,Medium,,1.781,0.35958288385472853,0.6060606060606061,2.0,0,0,0,1,0.1,Low Risk
INT-101528,2025-12-01 14:09:31.855308,Marketing,Intern,Show monthly revenue trend,Sales,Revenue,Trend Analysis,0.68,1828,3.0,Medium,,1.828,0.35360678925035355,0.686868686868687,2.0,0,0,0,0,0.0,Low Risk
INT-101530,2026-01-09 01:46:31.855312,Operations,Analyst,What is customer churn rate?,Customer,ROI,Trend Analysis,0.79,216,3.0,High,,0.216,0.8223684210526316,0.797979797979798,3.0,0,1,0,0,0.3,Medium Risk
INT-101531,2026-01-22 17:41:31.855314,HR,Analyst,Which campaign had highest ROI?,Revenue,ROI,Predictive,0.82,1014,4.0,Medium,,1.014,0.4965243296921549,0.8282828282828283,2.0,0,0,0,0,0.0,Low Risk
INT-101532,2025-10-23 16:42:31.855316,Sales,Intern,Compare sales performance by region,Customer,Profit Margin,Descriptive,0.66,1797,2.0,Medium,,1.797,0.35752592062924565,0.6666666666666667,2.0,0,0,0,1,0.1,Low Risk
INT-101533,2025-06-07 10:22:31.855317,Finance,Executive,Show monthly revenue trend,Sales,Profit Margin,Descriptive,0.95,1266,1.0,,,1.266,0.44130626654898497,0.9595959595959596,,0,0,0,1,0.1,Low Risk
INT-101534,2025-05-29 01:14:31.855319,Operations,Manager,Forecast next quarter revenue,Marketing,Revenue,Predictive,0.69,2459,3.0,Low,,2.459,0.28910089621277824,0.6969696969696969,1.0,0,0,1,0,0.2,Low Risk
INT-101535,2025-06-26 23:51:31.855321,Sales,Intern,Which campaign had highest ROI?,Sales,Profit Margin,Trend Analysis,0.67,2450,4.0,Low,,2.45,0.2898550724637681,0.6767676767676768,1.0,0,0,1,0,0.2,Low Risk
INT-101536,2025-07-03 16:51:31.855323,Operations,Intern,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,0.69,2225,2.0,High,,2.225,0.31007751937984496,0.6969696969696969,3.0,0,1,1,1,0.6,Medium Risk
INT-101537,2025-11-01 20:12:31.855325,Operations,Executive,Show monthly revenue trend,Customer,Profit Margin,Descriptive,0.96,308,3.0,High,,0.308,0.764525993883792,0.9696969696969697,3.0,0,1,0,0,0.3,Medium Risk
INT-101538,2025-10-26 17:10:31.855327,Finance,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Descriptive,0.87,483,4.0,Medium,,0.483,0.6743088334457181,0.8787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-101539,2025-06-12 04:29:31.855328,HR,Intern,Forecast next quarter revenue,Finance,Profit Margin,Descriptive,0.9,2160,2.0,Low,,2.16,0.3164556962025316,0.9090909090909092,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-101540,2025-12-01 00:35:31.855330,Marketing,Manager,Forecast next quarter revenue,Marketing,Revenue,Trend Analysis,0.75,1829,3.0,High,,1.829,0.35348179568752214,0.7575757575757576,3.0,0,1,0,0,0.3,Medium Risk
INT-101542,2025-07-28 19:04:31.855334,Finance,Manager,Show monthly revenue trend,Sales,Revenue,Descriptive,0.91,1341,3.0,High,,1.341,0.4271678769756514,0.9191919191919192,3.0,0,1,0,0,0.3,Medium Risk
INT-101543,2025-05-07 17:18:31.855336,Finance,Analyst,Forecast next quarter revenue,Finance,Conversion Rate,Predictive,0.89,1131,3.0,High,,1.131,0.46926325668700136,0.898989898989899,3.0,0,1,0,0,0.3,Medium Risk
INT-101544,2025-10-15 08:45:31.855338,Finance,Analyst,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.98,802,4.0,Low,,0.802,0.5549389567147613,0.98989898989899,1.0,0,0,0,0,0.0,Low Risk
INT-101545,2025-06-17 21:50:31.855339,Sales,Manager,Which campaign had highest ROI?,Revenue,ROI,Descriptive,0.74,1563,5.0,High,,1.563,0.3901677721420211,0.7474747474747475,3.0,0,1,0,0,0.3,Medium Risk
INT-101546,2025-12-21 13:07:31.855341,HR,Manager,What is customer churn rate?,Marketing,Revenue,Predictive,0.84,2024,5.0,Low,,2.024,0.3306878306878307,0.8484848484848485,1.0,0,0,1,0,0.2,Low Risk
INT-101548,2025-09-17 04:29:31.855345,Operations,Executive,Show monthly revenue trend,Customer,Conversion Rate,Predictive,0.91,2266,1.0,High,,2.266,0.3061849357011635,0.9191919191919192,3.0,0,1,1,1,0.6,Medium Risk
INT-101551,2025-04-07 11:07:31.855350,Finance,Manager,What is customer churn rate?,Customer,Revenue,Descriptive,0.85,1000,5.0,Low,,1.0,0.5,0.8585858585858586,1.0,0,0,0,0,0.0,Low Risk
INT-101552,2025-11-28 15:34:31.855352,HR,Executive,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.81,959,3.0,Low,,0.959,0.5104645227156712,0.8181818181818182,1.0,0,0,0,0,0.0,Low Risk
INT-101553,2025-03-19 15:26:31.855354,Finance,Analyst,Compare sales performance by region,Revenue,Conversion Rate,Descriptive,0.67,1365,5.0,Medium,,1.365,0.4228329809725158,0.6767676767676768,2.0,0,0,0,0,0.0,Low Risk
INT-101554,2025-11-10 07:56:31.855355,Sales,Manager,Compare sales performance by region,Customer,Conversion Rate,Trend Analysis,0.94,1686,2.0,High,,1.686,0.37230081906180196,0.9494949494949495,3.0,0,1,0,1,0.4,Medium Risk
INT-101555,2025-09-17 22:13:31.855357,Operations,Executive,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.73,1693,5.0,Medium,,1.693,0.37133308577794283,0.7373737373737373,2.0,0,0,0,0,0.0,Low Risk
INT-101556,2025-12-10 12:33:31.855359,Finance,Executive,Show monthly revenue trend,Customer,Revenue,Predictive,0.75,904,2.0,Low,,0.904,0.5252100840336135,0.7575757575757576,1.0,0,0,0,1,0.1,Low Risk
INT-101557,2025-12-17 00:17:31.855361,Finance,Executive,Forecast next quarter revenue,Marketing,Conversion Rate,Predictive,0.86,1014,5.0,High,,1.014,0.4965243296921549,0.8686868686868687,3.0,0,1,0,0,0.3,Medium Risk
INT-101558,2025-04-18 07:46:31.855363,Sales,Analyst,Show monthly revenue trend,Sales,Revenue,Predictive,0.79,1002,4.0,Low,,1.002,0.4995004995004996,0.797979797979798,1.0,0,0,0,0,0.0,Low Risk
INT-101559,2025-09-02 05:37:31.855364,Marketing,Analyst,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.63,572,1.0,High,,0.572,0.6361323155216285,0.6363636363636364,3.0,0,1,0,1,0.4,Medium Risk
INT-101560,2025-03-04 04:43:31.855366,HR,Intern,Forecast next quarter revenue,Marketing,Profit Margin,Trend Analysis,0.75,1691,5.0,Medium,,1.691,0.3716090672612412,0.7575757575757576,2.0,0,0,0,0,0.0,Low Risk
INT-101561,2025-11-29 07:44:31.855368,Marketing,Intern,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.64,1661,4.0,Medium,,1.661,0.37579857196542654,0.6464646464646465,2.0,0,0,0,0,0.0,Low Risk
INT-101562,2025-11-13 16:39:31.855370,Operations,Executive,Compare sales performance by region,Finance,Profit Margin,Trend Analysis,0.67,2389,4.0,Low,,2.389,0.29507229271171437,0.6767676767676768,1.0,0,0,1,0,0.2,Low Risk
INT-101563,2025-12-09 12:54:31.855371,Finance,Executive,Compare sales performance by region,Customer,Revenue,Descriptive,0.6,1022,3.0,,,1.022,0.4945598417408506,0.6060606060606061,,0,0,0,0,0.0,Low Risk
INT-101564,2025-05-19 03:45:31.855373,Sales,Analyst,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.67,421,5.0,Low,,0.421,0.7037297677691766,0.6767676767676768,1.0,0,0,0,0,0.0,Low Risk
INT-101565,2025-03-26 09:46:31.855375,Sales,Intern,Which campaign had highest ROI?,Marketing,ROI,Predictive,0.73,1587,4.0,Low,,1.587,0.3865481252415926,0.7373737373737373,1.0,0,0,0,0,0.0,Low Risk
INT-101566,2026-01-14 16:03:31.855377,HR,Executive,Forecast next quarter revenue,Finance,ROI,Descriptive,0.81,1193,3.0,Medium,,1.193,0.45599635202918376,0.8181818181818182,2.0,0,0,0,0,0.0,Low Risk
INT-101567,2025-06-05 14:58:31.855379,Marketing,Intern,Forecast next quarter revenue,Revenue,Churn Rate,Trend Analysis,0.96,1411,4.0,High,,1.411,0.41476565740356697,0.9696969696969697,3.0,0,1,0,0,0.3,Medium Risk
INT-101568,2025-11-05 11:53:31.855381,HR,Intern,Show monthly revenue trend,Customer,ROI,Trend Analysis,0.81,2360,4.0,Low,,2.36,0.2976190476190476,0.8181818181818182,1.0,0,0,1,0,0.2,Low Risk
INT-101569,2025-11-19 23:58:31.855382,Finance,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.88,1404,4.0,High,,1.404,0.415973377703827,0.888888888888889,3.0,0,1,0,0,0.3,Medium Risk
INT-101570,2026-01-17 07:47:31.855384,HR,Analyst,Show monthly revenue trend,Marketing,ROI,Predictive,0.74,2125,3.0,High,,2.125,0.32,0.7474747474747475,3.0,0,1,1,0,0.5,Medium Risk
INT-101571,2025-04-29 13:25:31.855386,Sales,Executive,Which campaign had highest ROI?,Marketing,ROI,Predictive,0.89,797,3.0,Medium,,0.797,0.5564830272676683,0.898989898989899,2.0,0,0,0,0,0.0,Low Risk
